Size,toolchain,instrumentation,nodes,cores,benchmark,grand_mean_avg,se_avg,median_p50,mean_p90,worst_p90,mean_p99,worst_p99
1.0,gompi2024a,ON,4,4,collective-osu_allgather_persistent,3.0400000000000005,3.14018491736755e-16,2.91,3.06,3.07,5.2,5.41
1.0,gompi2024a,ON,4,4,collective-osu_allgatherv,4.263333333333333,0.0033333333333332624,4.18,4.306666666666667,4.32,6.176666666666667,6.26
1.0,gompi2024a,ON,4,4,collective-osu_allgatherv_persistent,3.0500000000000003,0.025166114784235884,2.91,3.0700000000000003,3.13,5.236666666666666,5.35
1.0,gompi2024a,ON,4,4,collective-osu_alltoall,2.5500000000000003,0.005773502691896263,2.5,2.5500000000000003,2.56,4.303333333333334,4.32
1.0,gompi2024a,ON,4,4,collective-osu_alltoall_persistent,2.6666666666666665,0.006666666666666673,2.57,2.6933333333333334,2.7,4.3933333333333335,4.47
1.0,gompi2024a,ON,4,4,collective-osu_alltoallv,2.6300000000000003,0.005773502691896263,2.57,2.63,2.63,4.463333333333334,4.57
1.0,gompi2024a,ON,4,4,collective-osu_alltoallv_persistent,2.526666666666667,0.012018504251546621,2.46,2.546666666666667,2.58,3.5833333333333335,3.75
1.0,gompi2024a,ON,4,4,collective-osu_alltoallw,2.626666666666667,0.006666666666666673,2.57,2.6300000000000003,2.64,4.283333333333333,4.33
1.0,gompi2024a,ON,4,4,collective-osu_alltoallw_persistent,2.563333333333333,0.008819171036882033,2.47,2.5666666666666664,2.57,4.243333333333333,4.35
1.0,gompi2024a,ON,4,4,collective-osu_bcast,1.02,0.0,0.97,1.0333333333333334,1.04,2.4499999999999997,2.46
1.0,gompi2024a,ON,4,4,collective-osu_bcast_persistent,0.9499999999999998,7.850462293418875e-17,0.93,0.9633333333333333,0.97,1.2466666666666668,1.36
1.0,gompi2024a,ON,4,4,collective-osu_gather,1.7866666666666668,0.006666666666666673,1.74,1.8,1.81,3.123333333333333,3.26
1.0,gompi2024a,ON,4,4,collective-osu_gather_persistent,1.366666666666667,0.0033333333333333366,1.32,1.366666666666667,1.37,2.89,2.94
1.0,gompi2024a,ON,4,4,collective-osu_gatherv,1.0866666666666667,0.0033333333333333366,1.05,1.0933333333333335,1.1,2.3966666666666665,2.43
1.0,gompi2024a,ON,4,4,collective-osu_gatherv_persistent,1.37,0.0,1.32,1.3633333333333333,1.37,2.9033333333333338,2.93
